##,Last,First,Solo,Ast,Tot,TFL,tfl_yds,FF,FR,fr_yd,Int,int_yds,BrUp,Blkd,Sack,sack_yds,QH,GameID,Date,Home Team,Away Team,Home Score,Away Score,Texas Result,Link,Season
GM,Game,,43.0,28.0,71.0,11.0,73.0,1.0,0.0,0.0,0.0,0.0,8.0,0.0,7.0,69.0,13.0,rice_texas_9_20_2008,2008-09-20,texas,rice,52.0,10.0,Win,http://stats.texassports.com/sports/m-footbl/2008-2009/ut3.html,2008
2A,Kindle,Sergio,3.0,2.0,5.0,1.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,10.0,1.0,arkansas_texas_9_27_2008,2008-09-27,texas,arkansas,52.0,10.0,Win,http://stats.texassports.com/sports/m-footbl/2008-2009/ut4.html,2008
3A,Brown,Curtis,4.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,arkansas_texas_9_27_2008,2008-09-27,texas,arkansas,52.0,10.0,Win,http://stats.texassports.com/sports/m-footbl/2008-2009/ut4.html,2008
98,Orakpo,Brian,4.0,0.0,4.0,3.0,22.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,17.0,1.0,arkansas_texas_9_27_2008,2008-09-27,texas,arkansas,52.0,10.0,Win,http://stats.texassports.com/sports/m-footbl/2008-2009/ut4.html,2008
1A,Robinson,Keenan,4.0,0.0,4.0,2.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,9.0,0.0,arkansas_texas_9_27_2008,2008-09-27,texas,arkansas,52.0,10.0,Win,http://stats.texassports.com/sports/m-footbl/2008-2009/ut4.html,2008
8A,Brown,Chykie,3.0,1.0,4.0,1.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,8.0,0.0,arkansas_texas_9_27_2008,2008-09-27,texas,arkansas,52.0,10.0,Win,http://stats.texassports.com/sports/m-footbl/2008-2009/ut4.html,2008
11,Norton,Jared,3.0,1.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,arkansas_texas_9_27_2008,2008-09-27,texas,arkansas,52.0,10.0,Win,http://stats.texassports.com/sports/m-footbl/2008-2009/ut4.html,2008
1D,Thomas,Earl,2.0,2.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,arkansas_texas_9_27_2008,2008-09-27,texas,arkansas,52.0,10.0,Win,http://stats.texassports.com/sports/m-footbl/2008-2009/ut4.html,2008
38,Muckelroy,Roddrick,2.0,1.0,3.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,arkansas_texas_9_27_2008,2008-09-27,texas,arkansas,52.0,10.0,Win,http://stats.texassports.com/sports/m-footbl/2008-2009/ut4.html,2008
99,Miller,Roy,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,arkansas_texas_9_27_2008,2008-09-27,texas,arkansas,52.0,10.0,Win,http://stats.texassports.com/sports/m-footbl/2008-2009/ut4.html,2008
42,Earnest,Dustin,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,arkansas_texas_9_27_2008,2008-09-27,texas,arkansas,52.0,10.0,Win,http://stats.texassports.com/sports/m-footbl/2008-2009/ut4.html,2008
37,Melton,Henry,2.0,0.0,2.0,1.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0,1.0,arkansas_texas_9_27_2008,2008-09-27,texas,arkansas,52.0,10.0,Win,http://stats.texassports.com/sports/m-footbl/2008-2009/ut4.html,2008
81,Acho,Sam,1.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,arkansas_texas_9_27_2008,2008-09-27,texas,arkansas,52.0,10.0,Win,http://stats.texassports.com/sports/m-footbl/2008-2009/ut4.html,2008
13,Palmer,Ryan,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,arkansas_texas_9_27_2008,2008-09-27,texas,arkansas,52.0,10.0,Win,http://stats.texassports.com/sports/m-footbl/2008-2009/ut4.html,2008
27,Brewster,Nolan,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,arkansas_texas_9_27_2008,2008-09-27,texas,arkansas,52.0,10.0,Win,http://stats.texassports.com/sports/m-footbl/2008-2009/ut4.html,2008
2D,Ford,Clark,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,arkansas_texas_9_27_2008,2008-09-27,texas,arkansas,52.0,10.0,Win,http://stats.texassports.com/sports/m-footbl/2008-2009/ut4.html,2008
5A,Wells,Ben,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,arkansas_texas_9_27_2008,2008-09-27,texas,arkansas,52.0,10.0,Win,http://stats.texassports.com/sports/m-footbl/2008-2009/ut4.html,2008
4A,Williams,Aaron,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,81.0,0.0,0.0,0.0,0.0,0.0,arkansas_texas_9_27_2008,2008-09-27,texas,arkansas,52.0,10.0,Win,http://stats.texassports.com/sports/m-footbl/2008-2009/ut4.html,2008
32,Jones,Eddie,1.0,0.0,1.0,1.0,10.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,10.0,1.0,arkansas_texas_9_27_2008,2008-09-27,texas,arkansas,52.0,10.0,Win,http://stats.texassports.com/sports/m-footbl/2008-2009/ut4.html,2008
9A,Tucker,Justin,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,arkansas_texas_9_27_2008,2008-09-27,texas,arkansas,52.0,10.0,Win,http://stats.texassports.com/sports/m-footbl/2008-2009/ut4.html,2008
44,Bobino,Rashad,1.0,0.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,arkansas_texas_9_27_2008,2008-09-27,texas,arkansas,52.0,10.0,Win,http://stats.texassports.com/sports/m-footbl/2008-2009/ut4.html,2008
7A,Beasley,Deon,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,arkansas_texas_9_27_2008,2008-09-27,texas,arkansas,52.0,10.0,Win,http://stats.texassports.com/sports/m-footbl/2008-2009/ut4.html,2008
21,Gideon,Blake,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,arkansas_texas_9_27_2008,2008-09-27,texas,arkansas,52.0,10.0,Win,http://stats.texassports.com/sports/m-footbl/2008-2009/ut4.html,2008
33,Houston,Lamarr,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,arkansas_texas_9_27_2008,2008-09-27,texas,arkansas,52.0,10.0,Win,http://stats.texassports.com/sports/m-footbl/2008-2009/ut4.html,2008
92,Alexander,Ben,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,arkansas_texas_9_27_2008,2008-09-27,texas,arkansas,52.0,10.0,Win,http://stats.texassports.com/sports/m-footbl/2008-2009/ut4.html,2008
95,Lewis,Aaron,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,arkansas_texas_9_27_2008,2008-09-27,texas,arkansas,52.0,10.0,Win,http://stats.texassports.com/sports/m-footbl/2008-2009/ut4.html,2008
GM,Game,,40.0,10.0,50.0,11.0,69.0,2.0,1.0,0.0,1.0,81.0,4.0,0.0,7.0,58.0,11.0,arkansas_texas_9_27_2008,2008-09-27,texas,arkansas,52.0,10.0,Win,http://stats.texassports.com/sports/m-footbl/2008-2009/ut4.html,2008
38,Muckelroy,Roddrick,7.0,3.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,texas_colorado_10_4_2008,2008-10-04,colorado,texas,14.0,38.0,Win,http://stats.texassports.com/sports/m-footbl/2008-2009/ut5.html,2008
99,Miller,Roy,5.0,3.0,8.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,3.0,texas_colorado_10_4_2008,2008-10-04,colorado,texas,14.0,38.0,Win,http://stats.texassports.com/sports/m-footbl/2008-2009/ut5.html,2008
44,Bobino,Rashad,3.0,2.0,5.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,texas_colorado_10_4_2008,2008-10-04,colorado,texas,14.0,38.0,Win,http://stats.texassports.com/sports/m-footbl/2008-2009/ut5.html,2008
2A,Kindle,Sergio,3.0,1.0,4.0,1.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,4.0,3.0,texas_colorado_10_4_2008,2008-10-04,colorado,texas,14.0,38.0,Win,http://stats.texassports.com/sports/m-footbl/2008-2009/ut5.html,2008
7A,Beasley,Deon,2.0,2.0,4.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,texas_colorado_10_4_2008,2008-10-04,colorado,texas,14.0,38.0,Win,http://stats.texassports.com/sports/m-footbl/2008-2009/ut5.html,2008
21,Gideon,Blake,2.0,2.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,texas_colorado_10_4_2008,2008-10-04,colorado,texas,14.0,38.0,Win,http://stats.texassports.com/sports/m-footbl/2008-2009/ut5.html,2008
23,Scott,Christian,2.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,texas_colorado_10_4_2008,2008-10-04,colorado,texas,14.0,38.0,Win,http://stats.texassports.com/sports/m-footbl/2008-2009/ut5.html,2008
27,Brewster,Nolan,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,texas_colorado_10_4_2008,2008-10-04,colorado,texas,14.0,38.0,Win,http://stats.texassports.com/sports/m-footbl/2008-2009/ut5.html,2008
4A,Williams,Aaron,2.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,texas_colorado_10_4_2008,2008-10-04,colorado,texas,14.0,38.0,Win,http://stats.texassports.com/sports/m-footbl/2008-2009/ut5.html,2008
98,Orakpo,Brian,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,texas_colorado_10_4_2008,2008-10-04,colorado,texas,14.0,38.0,Win,http://stats.texassports.com/sports/m-footbl/2008-2009/ut5.html,2008
1D,Thomas,Earl,1.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,texas_colorado_10_4_2008,2008-10-04,colorado,texas,14.0,38.0,Win,http://stats.texassports.com/sports/m-footbl/2008-2009/ut5.html,2008
92,Alexander,Ben,1.0,1.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,1.0,0.0,texas_colorado_10_4_2008,2008-10-04,colorado,texas,14.0,38.0,Win,http://stats.texassports.com/sports/m-footbl/2008-2009/ut5.html,2008
11,Norton,Jared,1.0,1.0,2.0,1.0,4.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.5,4.0,1.0,texas_colorado_10_4_2008,2008-10-04,colorado,texas,14.0,38.0,Win,http://stats.texassports.com/sports/m-footbl/2008-2009/ut5.html,2008
42,Earnest,Dustin,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,texas_colorado_10_4_2008,2008-10-04,colorado,texas,14.0,38.0,Win,http://stats.texassports.com/sports/m-footbl/2008-2009/ut5.html,2008
95,Lewis,Aaron,0.0,2.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,1.0,2.0,texas_colorado_10_4_2008,2008-10-04,colorado,texas,14.0,38.0,Win,http://stats.texassports.com/sports/m-footbl/2008-2009/ut5.html,2008
1E,Acho,Emmanuel,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,texas_colorado_10_4_2008,2008-10-04,colorado,texas,14.0,38.0,Win,http://stats.texassports.com/sports/m-footbl/2008-2009/ut5.html,2008
13,Palmer,Ryan,1.0,0.0,1.0,1.0,14.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,14.0,0.0,texas_colorado_10_4_2008,2008-10-04,colorado,texas,14.0,38.0,Win,http://stats.texassports.com/sports/m-footbl/2008-2009/ut5.html,2008
81,Acho,Sam,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,texas_colorado_10_4_2008,2008-10-04,colorado,texas,14.0,38.0,Win,http://stats.texassports.com/sports/m-footbl/2008-2009/ut5.html,2008
3,Ogbonnaya,Chris,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,texas_colorado_10_4_2008,2008-10-04,colorado,texas,14.0,38.0,Win,http://stats.texassports.com/sports/m-footbl/2008-2009/ut5.html,2008
8A,Brown,Chykie,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,texas_colorado_10_4_2008,2008-10-04,colorado,texas,14.0,38.0,Win,http://stats.texassports.com/sports/m-footbl/2008-2009/ut5.html,2008
3A,Brown,Curtis,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,texas_colorado_10_4_2008,2008-10-04,colorado,texas,14.0,38.0,Win,http://stats.texassports.com/sports/m-footbl/2008-2009/ut5.html,2008
33,Houston,Lamarr,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,texas_colorado_10_4_2008,2008-10-04,colorado,texas,14.0,38.0,Win,http://stats.texassports.com/sports/m-footbl/2008-2009/ut5.html,2008
2D,Ford,Clark,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,texas_colorado_10_4_2008,2008-10-04,colorado,texas,14.0,38.0,Win,http://stats.texassports.com/sports/m-footbl/2008-2009/ut5.html,2008
1A,Robinson,Keenan,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,texas_colorado_10_4_2008,2008-10-04,colorado,texas,14.0,38.0,Win,http://stats.texassports.com/sports/m-footbl/2008-2009/ut5.html,2008
37,Melton,Henry,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,texas_colorado_10_4_2008,2008-10-04,colorado,texas,14.0,38.0,Win,http://stats.texassports.com/sports/m-footbl/2008-2009/ut5.html,2008
GM,Game,,40.0,24.0,64.0,8.0,28.0,2.0,2.0,0.0,0.0,0.0,12.0,0.0,3.0,24.0,14.0,texas_colorado_10_4_2008,2008-10-04,colorado,texas,14.0,38.0,Win,http://stats.texassports.com/sports/m-footbl/2008-2009/ut5.html,2008
38,Muckelroy,Roddrick,13.0,3.0,16.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,texas_oklahoma_10_11_2008,2008-10-11,oklahoma,texas,35.0,45.0,Win,http://stats.texassports.com/sports/m-footbl/2008-2009/ut6.html,2008
21,Gideon,Blake,7.0,1.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,texas_oklahoma_10_11_2008,2008-10-11,oklahoma,texas,35.0,45.0,Win,http://stats.texassports.com/sports/m-footbl/2008-2009/ut6.html,2008
98,Orakpo,Brian,4.0,3.0,7.0,4.0,19.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,15.0,2.0,texas_oklahoma_10_11_2008,2008-10-11,oklahoma,texas,35.0,45.0,Win,http://stats.texassports.com/sports/m-footbl/2008-2009/ut6.html,2008
2A,Kindle,Sergio,4.0,1.0,5.0,1.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,5.0,1.0,texas_oklahoma_10_11_2008,2008-10-11,oklahoma,texas,35.0,45.0,Win,http://stats.texassports.com/sports/m-footbl/2008-2009/ut6.html,2008
33,Houston,Lamarr,3.0,2.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,texas_oklahoma_10_11_2008,2008-10-11,oklahoma,texas,35.0,45.0,Win,http://stats.texassports.com/sports/m-footbl/2008-2009/ut6.html,2008
11,Norton,Jared,2.0,2.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,texas_oklahoma_10_11_2008,2008-10-11,oklahoma,texas,35.0,45.0,Win,http://stats.texassports.com/sports/m-footbl/2008-2009/ut6.html,2008
3A,Brown,Curtis,2.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,texas_oklahoma_10_11_2008,2008-10-11,oklahoma,texas,35.0,45.0,Win,http://stats.texassports.com/sports/m-footbl/2008-2009/ut6.html,2008
4A,Williams,Aaron,2.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,texas_oklahoma_10_11_2008,2008-10-11,oklahoma,texas,35.0,45.0,Win,http://stats.texassports.com/sports/m-footbl/2008-2009/ut6.html,2008
1D,Thomas,Earl,2.0,1.0,3.0,0.0,0.0,1.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,texas_oklahoma_10_11_2008,2008-10-11,oklahoma,texas,35.0,45.0,Win,http://stats.texassports.com/sports/m-footbl/2008-2009/ut6.html,2008
44,Bobino,Rashad,1.0,2.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,texas_oklahoma_10_11_2008,2008-10-11,oklahoma,texas,35.0,45.0,Win,http://stats.texassports.com/sports/m-footbl/2008-2009/ut6.html,2008
99,Miller,Roy,0.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,texas_oklahoma_10_11_2008,2008-10-11,oklahoma,texas,35.0,45.0,Win,http://stats.texassports.com/sports/m-footbl/2008-2009/ut6.html,2008
13,Palmer,Ryan,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,texas_oklahoma_10_11_2008,2008-10-11,oklahoma,texas,35.0,45.0,Win,http://stats.texassports.com/sports/m-footbl/2008-2009/ut6.html,2008
8A,Brown,Chykie,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,texas_oklahoma_10_11_2008,2008-10-11,oklahoma,texas,35.0,45.0,Win,http://stats.texassports.com/sports/m-footbl/2008-2009/ut6.html,2008
7A,Beasley,Deon,1.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,texas_oklahoma_10_11_2008,2008-10-11,oklahoma,texas,35.0,45.0,Win,http://stats.texassports.com/sports/m-footbl/2008-2009/ut6.html,2008
1A,Robinson,Keenan,1.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,texas_oklahoma_10_11_2008,2008-10-11,oklahoma,texas,35.0,45.0,Win,http://stats.texassports.com/sports/m-footbl/2008-2009/ut6.html,2008
37,Melton,Henry,1.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,texas_oklahoma_10_11_2008,2008-10-11,oklahoma,texas,35.0,45.0,Win,http://stats.texassports.com/sports/m-footbl/2008-2009/ut6.html,2008
27,Brewster,Nolan,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,texas_oklahoma_10_11_2008,2008-10-11,oklahoma,texas,35.0,45.0,Win,http://stats.texassports.com/sports/m-footbl/2008-2009/ut6.html,2008
47,Gold,John,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,texas_oklahoma_10_11_2008,2008-10-11,oklahoma,texas,35.0,45.0,Win,http://stats.texassports.com/sports/m-footbl/2008-2009/ut6.html,2008
42,Earnest,Dustin,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,texas_oklahoma_10_11_2008,2008-10-11,oklahoma,texas,35.0,45.0,Win,http://stats.texassports.com/sports/m-footbl/2008-2009/ut6.html,2008
81,Acho,Sam,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,texas_oklahoma_10_11_2008,2008-10-11,oklahoma,texas,35.0,45.0,Win,http://stats.texassports.com/sports/m-footbl/2008-2009/ut6.html,2008
GM,Game,,47.0,26.0,73.0,5.0,24.0,3.0,0.0,0.0,2.0,0.0,6.0,0.0,3.0,20.0,7.0,texas_oklahoma_10_11_2008,2008-10-11,oklahoma,texas,35.0,45.0,Win,http://stats.texassports.com/sports/m-footbl/2008-2009/ut6.html,2008
38,Muckelroy,Roddrick,7.0,4.0,11.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,missouri_texas_10_18_2008,2008-10-18,texas,missouri,56.0,31.0,Win,http://stats.texassports.com/sports/m-footbl/2008-2009/ut7.html,2008
